"stationID","month","year","rain"
"RR2797","July",1880,5.51
"RR2797","August",1880,2.88
"RR2797","September",1880,3.7
"RR2797","October",1880,2.29
"RR2797","November",1880,5.4
"RR2797","December",1880,6.29
"RR2797","January",1881,1.41
"RR2797","February",1881,4.56
"RR2797","March",1881,4
"RR2797","April",1881,1.74
"RR2797","May",1881,3.91
"RR2797","June",1881,2.72
"RR2797","July",1881,6.32
"RR2797","August",1881,6.8
"RR2797","September",1881,1.7
"RR2797","October",1881,2.59
"RR2797","November",1881,5.73
"RR2797","December",1881,4.62
"RR2797","January",1882,3.48
"RR2797","February",1882,2.81
"RR2797","March",1882,3.4
"RR2797","April",1882,4.02
"RR2797","May",1882,2.11
"RR2797","June",1882,4.49
"RR2797","July",1882,5.97
"RR2797","August",1882,4.14
"RR2797","September",1882,2.44
"RR2797","October",1882,3.32
"RR2797","November",1882,6.71
"RR2797","December",1882,3.71
"RR2797","January",1883,6.05
"RR2797","February",1883,3.05
"RR2797","March",1883,1.04
"RR2797","April",1883,1.9
"RR2797","May",1883,1.26
"RR2797","June",1883,3.7
"RR2797","July",1883,2.19
"RR2797","August",1883,3.12
"RR2797","September",1883,4.9
"RR2797","October",1883,4.57
"RR2797","November",1883,4.99
"RR2797","December",1883,2.59
"RR2797","January",1884,5.46
"RR2797","February",1884,2.24
"RR2797","March",1884,3.34
"RR2797","April",1884,1.17
"RR2797","May",1884,2.65
"RR2797","June",1884,0.9
"RR2797","July",1884,6.63
"RR2797","August",1884,1.79
"RR2797","September",1884,3.87
"RR2797","October",1884,4.11
"RR2797","November",1884,1.85
"RR2797","December",1884,4.44
"RR2797","January",1885,2.33
"RR2797","February",1885,3.88
"RR2797","March",1885,3.57
"RR2797","April",1885,1.61
"RR2797","May",1885,2.52
"RR2797","June",1885,2.04
"RR2797","July",1885,2.07
"RR2797","August",1885,3.08
"RR2797","September",1885,4.36
"RR2797","October",1885,3.72
"RR2797","November",1885,3.51
"RR2797","December",1885,1.39
"RR2797","January",1886,4.14
"RR2797","February",1886,1.3
"RR2797","March",1886,4.11
"RR2797","April",1886,2.88
"RR2797","May",1886,4.08
"RR2797","June",1886,2.01
"RR2797","July",1886,5.56
"RR2797","August",1886,2.08
"RR2797","September",1886,7.54
"RR2797","October",1886,5.96
"RR2797","November",1886,4.62
"RR2797","December",1886,5.29
"RR2797","January",1887,3.2
"RR2797","February",1887,2.7
"RR2797","March",1887,2.42
"RR2797","April",1887,1.76
"RR2797","May",1887,2.06
"RR2797","June",1887,0.59
"RR2797","July",1887,2.57
"RR2797","August",1887,2.19
"RR2797","September",1887,4.22
"RR2797","October",1887,2.38
"RR2797","November",1887,2.76
"RR2797","December",1887,2.94
"RR2797","January",1888,1.66
"RR2797","February",1888,1.38
"RR2797","March",1888,3.25
"RR2797","April",1888,1.95
"RR2797","May",1888,1.61
"RR2797","June",1888,1.9
"RR2797","July",1888,6.72
"RR2797","August",1888,3.34
"RR2797","September",1888,2.04
"RR2797","October",1888,3.28
"RR2797","November",1888,4.97
"RR2797","December",1888,3.56
"RR2797","January",1889,2.49
"RR2797","February",1889,2.73
"RR2797","March",1889,3
"RR2797","April",1889,2.31
"RR2797","May",1889,4.1
"RR2797","June",1889,1.61
"RR2797","July",1889,2.87
"RR2797","August",1889,5.42
"RR2797","September",1889,2.95
"RR2797","October",1889,4.99
"RR2797","November",1889,2.29
"RR2797","December",1889,3.03
"RR2797","January",1890,6.86
"RR2797","February",1890,0.74
"RR2797","March",1890,4.21
"RR2797","April",1890,1.63
"RR2797","May",1890,2.62
"RR2797","June",1890,3.33
"RR2797","July",1890,2.87
"RR2797","August",1890,6.57
"RR2797","September",1890,3.96
"RR2797","October",1890,3.26
"RR2797","November",1890,6.48
"RR2797","December",1890,0.15
"RR2797","January",1891,2.19
"RR2797","February",1891,0.32
"RR2797","March",1891,1.56
"RR2797","April",1891,1.95
"RR2797","May",1891,1.62
"RR2797","June",1891,1.45
"RR2797","July",1891,2.47
"RR2797","August",1891,11.47
"RR2797","September",1891,6.79
"RR2797","October",1891,4.8
"RR2797","November",1891,4.45
"RR2797","December",1891,6.48
"RR2797","January",1892,2.83
"RR2797","February",1892,1.56
"RR2797","March",1892,0.57
"RR2797","April",1892,2.04
"RR2797","May",1892,5.74
"RR2797","June",1892,3.06
"RR2797","July",1892,1.58
"RR2797","August",1892,6.33
"RR81","January",1851,5.65
"RR81","February",1851,2.1
"RR81","March",1851,2.85
"RR81","April",1851,1.35
"RR81","May",1851,0.64
"RR81","June",1851,3.56
"RR81","July",1851,3.8
"RR81","August",1851,4.32
"RR81","September",1851,1.82
"RR81","October",1851,4.65
"RR81","November",1851,0.96
"RR81","December",1851,2.4
"RR81","January",1852,6.7
"RR81","February",1852,3.36
"RR81","March",1852,0.03
"RR81","April",1852,0.56
"RR81","May",1852,2.28
"RR81","June",1852,3.95
"RR81","July",1852,2.62
"RR81","August",1852,6.6
"RR81","September",1852,3.13
"RR81","October",1852,3.44
"RR81","November",1852,6.4
"RR81","December",1852,9.14
"RR81","January",1853,4.25
"RR81","February",1853,0.83
"RR81","March",1853,1.38
"RR81","April",1853,2.78
"RR81","May",1853,0.7
"RR81","June",1853,2.68
"RR81","July",1853,6.31
"RR81","August",1853,2.58
"RR81","September",1853,2.68
"RR81","October",1853,3.95
"RR81","November",1853,1.51
"RR81","December",1853,0.11
"RR81","January",1854,2.9
"RR81","February",1854,1.76
"RR81","March",1854,1.87
"RR81","April",1854,0.76
"RR81","May",1854,2.1
"RR81","June",1854,3.54
"RR81","July",1854,2.8
"RR81","August",1854,4.06
"RR81","September",1854,2.5
"RR81","October",1854,3.35
"RR81","November",1854,1.89
"RR81","December",1854,5
"RR81","January",1855,0.11
"RR81","February",1855,1.15
"RR81","March",1855,2.13
"RR81","April",1855,0.65
"RR81","May",1855,1.15
"RR81","June",1855,3.32
"RR81","July",1855,2.76
"RR81","August",1855,2.65
"RR81","September",1855,1.8
"RR81","October",1855,5.35
"RR81","November",1855,1.83
"RR81","December",1855,1.2
"RR81","January",1856,2.5
"RR81","May",1856,1.25
"RR81","June",1856,4.32
"RR81","July",1856,2.35
"RR81","August",1856,4.42
"RR81","September",1856,2.7
"RR81","October",1856,1.58
"RR81","November",1856,1.25
"RR81","December",1856,4.18
"RR81","January",1857,2.75
"RR81","February",1857,2.42
"RR81","March",1857,2.15
"RR81","April",1857,1.45
"RR81","May",1857,2.27
"RR81","June",1857,3.39
"RR81","July",1857,2.74
"RR81","August",1857,2.9
"RR81","September",1857,2.5
"RR81","October",1857,1.8
"RR81","November",1857,1.75
"RR81","December",1857,2.58
"RR81","January",1858,1.9
"RR81","February",1858,0.02
"RR81","March",1858,2.53
"RR81","April",1858,2.05
"RR81","May",1858,2.45
"RR81","June",1858,1.11
"RR81","July",1858,3.15
"RR81","October",1858,4.72
"RR81","November",1858,1.92
"RR81","December",1858,3.26
"RR81","January",1859,3.1
"RR81","February",1859,2.43
"RR81","March",1859,4.13
"RR81","April",1859,2.86
"RR81","May",1859,0.3
"RR81","June",1859,2.2
"RR81","July",1859,1.44
"RR81","August",1859,3.35
"RR81","September",1859,4.77
"RR81","October",1859,1.83
"RR81","November",1859,2.62
"RR81","December",1859,2.65
"RR81","January",1860,3.95
"RR81","February",1860,0.95
"RR81","March",1860,3.09
"RR81","April",1860,0.13
"RR81","May",1860,1.98
"RR81","June",1860,6.96
"RR81","July",1860,0.82
"RR81","August",1860,3.16
"RR81","September",1860,1.07
"RR81","October",1860,2.2
"RR81","November",1860,2.79
"RR81","December",1860,3.03
"RR81","January",1861,1.6
"RR81","February",1861,3.24
"RR81","March",1861,3.99
"RR81","April",1861,0.67
"RR81","May",1861,1.1
"RR81","June",1861,2.37
"RR81","July",1861,3.47
"RR81","August",1861,4.84
"RR81","November",1861,6.77
"RR81","December",1861,2.63
"RR81","January",1862,3.45
"RR81","February",1862,0.43
"RR81","March",1862,4.77
"RR81","April",1862,3.15
"RR81","May",1862,3.37
"RR81","June",1862,3.72
"RR81","July",1862,4.33
"RR81","August",1862,4.55
"RR81","September",1862,1.96
"RR81","October",1862,7.7
"RR81","November",1862,1.92
"RR81","December",1862,3.92
"RR81","January",1863,5.5
"RR81","February",1863,1.63
"RR81","March",1863,1.11
"RR81","April",1863,1.92
"RR81","May",1863,3.2
"RR81","June",1863,4.83
"RR81","July",1863,1.33
"RR81","August",1863,5.21
"RR81","September",1863,6.6
"RR81","October",1863,5.64
"RR81","November",1863,4.4
"RR81","December",1863,3.16
"RR81","January",1864,2.73
"RR81","February",1864,2.27
"RR81","March",1864,3.48
"RR81","April",1864,1.63
"RR81","May",1864,2.3
"RR81","June",1864,3.8
"RR81","July",1864,3.01
"RR81","August",1864,2.7
"RR81","September",1864,3.43
"RR81","October",1864,1.93
"RR81","November",1864,3.88
"RR81","December",1864,4.25
"RR81","January",1865,2.9
"RR81","February",1865,3.01
"RR81","March",1865,1.92
"RR81","April",1865,0.85
"RR81","May",1865,5.11
"RR81","June",1865,0.44
"RR81","July",1865,2.4
"RR81","August",1865,2.4
"RR81","September",1865,2.35
"RR81","October",1865,4.91
"RR81","November",1865,2.9
"RR81","December",1865,2.05
"RR81","January",1866,5
"RR81","February",1866,3.9
"RR81","March",1866,2.42
"RR81","April",1866,0.8
"RR81","May",1866,1.46
"RR81","June",1866,3.84
"RR81","July",1866,3.42
"RR81","August",1866,4.4
"RR81","September",1866,8.3
"RR81","October",1866,2.01
"RR81","November",1866,5.88
"RR81","December",1866,5.23
"RR81","January",1867,4.17
"RR81","February",1867,2.55
"RR81","March",1867,1.49
"RR81","April",1867,3.38
"RR81","May",1867,1.63
"RR81","June",1867,1.3
"RR81","July",1867,2.56
"RR81","August",1867,2.53
"RR81","September",1867,3.91
"RR81","October",1867,3.1
"RR81","November",1867,2.23
"RR81","December",1867,3.22
"RR81","January",1868,2.95
"RR81","February",1868,2.66
"RR81","March",1868,4.05
"RR81","April",1868,2.2
"RR81","May",1868,1.69
"RR81","June",1868,0.55
"RR81","July",1868,0.37
"RR81","August",1868,4.78
"RR81","September",1868,1.94
"RR81","October",1868,4.78
"RR81","November",1868,2.7
"RR81","December",1868,8.48
"RR81","January",1869,4.4
"RR81","February",1869,5.01
"RR81","March",1869,0.78
"RR81","April",1869,2.32
"RR81","May",1869,2.78
"RR81","June",1869,1.46
"RR81","July",1869,0.73
"RR81","August",1869,1.88
"RR81","September",1869,7.39
"RR81","October",1869,1.8
"RR81","November",1869,6.65
"RR81","December",1869,4.45
"RR81","January",1870,3.8
"RR81","February",1870,2.02
"RR81","March",1870,1.48
"RR81","April",1870,1.1
"RR81","May",1870,2.1
"RR81","June",1870,1.76
"RR81","July",1870,2.11
"RR81","August",1870,2.56
"RR81","September",1870,2.22
"RR81","October",1870,9.08
"RR81","November",1870,2.88
"RR81","December",1870,2.23
"RR81","January",1871,1.44
"RR81","February",1871,3.55
"RR81","March",1871,1.72
"RR81","April",1871,2.22
"RR81","May",1871,1.5
"RR81","August",1871,3.07
"RR81","September",1871,3.71
"RR81","October",1871,5.72
"RR81","November",1871,1.51
"RR81","December",1871,4.05
"RR81","January",1872,6.58
"RR81","February",1872,3.6
"RR81","March",1872,3.98
"RR81","April",1872,1.84
"RR81","May",1872,1.22
"RR81","June",1872,5.5
"RR81","July",1872,5.25
"RR81","October",1872,5.4
"RR81","November",1872,4.03
"RR81","December",1872,4.88
"RR81","January",1873,5.48
"RR81","February",1873,0.63
"RR81","March",1873,2.5
"RR81","April",1873,0.67
"RR81","May",1873,1.77
"RR81","June",1873,1.82
"RR81","July",1873,4.12
"RR81","August",1873,4.63
"RR81","September",1873,1.7
"RR81","October",1873,5.4
"RR81","November",1873,1.68
"RR81","December",1873,1.57
"RR81","January",1874,4.02
"RR81","February",1874,1.8
"RR81","May",1874,1
"RR81","June",1874,0.4
"RR81","July",1874,2.24
"RR81","August",1874,5.72
"RR81","September",1874,5.6
"RR81","October",1874,5.72
"RR81","November",1874,3.32
"RR81","December",1874,3.05
"RR81","January",1875,4.34
"RR81","February",1875,0.83
"RR81","March",1875,0.77
"RR81","April",1875,1.1
"RR81","May",1875,2.05
"RR81","June",1875,4.25
"RR81","July",1875,3.65
"RR81","August",1875,3
"RR81","September",1875,4.5
"RR81","October",1875,2.9
"RR81","November",1875,5
"RR81","December",1875,2.32
"RR81","January",1876,1.82
"RR81","February",1876,3.85
"RR81","January",1879,1.3
"RR81","February",1879,2.76
"RR81","March",1879,1.64
"RR81","April",1879,1.25
"RR81","May",1879,2.08
"RR81","June",1879,4.91
"RR81","July",1879,5.35
"RR81","August",1879,4.72
"RR81","September",1879,3.51
"RR81","October",1879,1.85
"RR81","November",1879,1.1
"RR81","December",1879,2.16
"RR81","January",1880,0.32
"RR81","February",1880,2.61
"RR81","March",1880,2.68
"RR81","April",1880,1.39
"RR81","May",1880,2.04
"RR81","June",1880,3.19
"RR81","July",1880,4.04
"RR81","August",1880,2.29
"RR81","September",1880,3.64
"RR81","October",1880,1.94
"RR81","November",1880,4.73
"RR81","December",1880,6.17
"RR81","January",1881,0.49
"RR81","February",1881,3.94
"RR81","March",1881,3.54
"RR81","April",1881,1.66
"RR81","May",1881,3.91
"RR81","June",1881,3.62
"RR81","July",1881,6.32
"RR81","August",1881,6.49
"RR81","September",1881,2.13
"RR81","October",1881,2.25
"RR81","November",1881,5.34
"RR81","December",1881,3.7
"RR81","January",1882,3.34
"RR81","February",1882,2.98
"RR81","March",1882,3.45
"RR81","April",1882,4.07
"RR81","May",1882,2.06
"RR81","June",1882,4.15
"RR81","July",1882,5.58
"RR81","August",1882,4.04
"RR81","September",1882,2.31
"RR81","October",1882,3.56
"RR81","November",1882,5.78
"RR81","December",1882,3.07
"RR81","January",1883,5.72
"RR81","February",1883,2.76
"RR81","March",1883,0.94
"RR81","April",1883,1.84
"RR81","May",1883,1.22
"RR81","June",1883,3.68
"RR81","July",1883,1.98
"RR81","August",1883,2.56
"RR81","September",1883,4.14
"RR81","October",1883,4.45
"RR81","November",1883,5.06
"RR81","December",1883,2.5
"RR81","January",1884,5.49
"RR81","February",1884,2.23
"RR81","March",1884,3.41
"RR81","April",1884,1.01
"RR81","May",1884,2.48
"RR81","June",1884,0.86
"RR81","July",1884,6.41
"RR81","August",1884,1.55
"RR81","September",1884,3.69
"RR81","October",1884,3.4
"RR81","November",1884,1.65
"RR81","December",1884,4.4
"RR81","January",1885,1.96
"RR81","February",1885,3.62
"RR81","March",1885,3.98
"RR81","April",1885,1.57
"RR81","May",1885,1.57
"RR81","June",1885,1.55
"RR81","July",1885,2.43
"RR81","August",1885,2.34
"RR81","September",1885,5.07
"RR81","October",1885,3.27
"RR81","November",1885,3.43
"RR81","December",1885,1.48
"RR81","January",1886,3.57
"RR81","February",1886,1.41
"RR81","March",1886,3.89
"RR81","April",1886,2.76
"RR81","May",1886,3.69
"RR81","June",1886,1.62
"RR81","July",1886,5.45
"RR81","August",1886,1.82
"RR81","September",1886,6.09
"RR81","October",1886,5.65
"RR81","November",1886,4.36
"RR81","December",1886,5.14
"RR81","January",1887,2.65
"RR81","February",1887,1.95
"RR81","March",1887,1.92
"RR81","April",1887,1.41
"RR81","May",1887,1.37
"RR81","June",1887,0.42
"RR81","July",1887,1.37
"RR81","August",1887,1.77
"RR81","September",1887,3.87
"RR81","October",1887,1.86
"RR81","November",1887,2.85
"RR81","December",1887,2.41
"RR81","January",1888,1.41
"RR81","February",1888,0.54
"RR81","March",1888,2.56
"RR81","April",1888,1.54
"RR81","May",1888,1.64
"RR81","June",1888,1.9
"RR81","July",1888,6.96
"RR81","August",1888,2.69
"RR81","September",1888,1.44
"RR81","October",1888,3.45
"RR81","November",1888,3.7
"RR81","December",1888,3.22
"RR81","January",1889,2.37
"RR81","February",1889,2.1
"RR81","March",1889,2.19
"RR81","April",1889,2.46
"RR81","May",1889,3.44
"RR81","June",1889,1.08
"RR81","July",1889,2
"RR81","August",1889,4.92
"RR81","September",1889,2.33
"RR81","October",1889,4.42
"RR81","November",1889,1.61
"RR81","December",1889,3.17
"RR81","January",1890,5.98
"RR81","February",1890,0.68
"RR81","March",1890,3.33
"RR81","April",1890,1.57
"RR81","May",1890,2.46
"RR81","June",1890,2.69
"RR81","July",1890,3.37
"RR81","August",1890,5.42
"RR81","September",1890,3.61
"RR81","October",1890,2.5
"RR81","November",1890,5.2
"RR81","December",1890,0.59
"RR81","January",1891,2.01
"RR81","February",1891,0.14
"RR81","March",1891,1.11
"RR81","April",1891,1.2
"RR81","May",1891,1.68
"RR81","June",1891,1.34
"RR81","July",1891,1.95
"RR81","August",1891,9.14
"RR81","September",1891,5.68
"RR81","October",1891,4.2
"RR81","November",1891,4.3
"RR81","December",1891,5.3
"RR81","January",1892,2.64
"RR81","February",1892,1.29
"RR81","March",1892,0.91
"RR81","April",1892,1.68
"RR81","May",1892,4.92
"RR81","June",1892,2.59
"RR81","July",1892,1.22
"RR81","August",1892,5.99
"RR81","September",1892,7.02
"RR81","October",1892,4.01
"RR81","November",1892,2.87
"RR81","December",1892,2.35
"RR81","January",1893,1.06
"RR81","February",1893,4.26
"RR81","March",1893,1.41
"RR81","April",1893,0.32
"RR81","May",1893,2.32
"RR81","June",1893,1.28
"RR81","July",1893,3.27
"RR81","August",1893,4.34
"RR81","September",1893,3.45
"RR81","October",1893,4.69
"RR81","November",1893,1.41
"RR81","December",1893,3.21
"RR81","January",1894,2.9
"RR81","February",1894,4.29
"RR81","March",1894,2.13
"RR81","April",1894,1.11
"RR81","May",1894,2.68
"RR81","June",1894,2.85
"RR81","July",1894,1.96
"RR81","August",1894,4.21
"RR81","September",1894,0.67
"RR81","October",1894,3.74
"RR81","November",1894,3.73
"RR81","December",1894,3.37
"RR81","January",1895,2.21
"RR81","February",1895,0.35
"RR81","March",1895,3.23
"RR81","April",1895,2.33
"RR81","May",1895,0.75
"RR81","June",1895,1.61
"RR81","July",1895,5.82
"RR81","August",1895,3.67
"RR81","September",1895,1.46
"RR81","October",1895,4.66
"RR81","November",1895,2.97
"RR81","December",1895,3.2
"RR81","January",1896,2.22
"RR81","February",1896,1.87
"RR81","March",1896,4.98
"RR81","April",1896,1.6
"RR81","May",1896,0.28
"RR81","June",1896,3.03
"RR81","July",1896,3.67
"RR81","August",1896,2.25
"RR81","September",1896,5.02
"RR81","October",1896,3.21
"RR81","November",1896,1.6
"RR81","December",1896,4.68
